Language	Split	Size	Replacement	Model	Score
nahuatl	39	500	without	Seq2seq	54.734
nahuatl	39	500	without	0-CRF	55.89
nahuatl	39	500	without	3-CRF	64.204
nahuatl	39	500	without	2-CRF	64.21
nahuatl	39	500	without	1-CRF	64.266
nahuatl	39	500	without	4-CRF	64.444
nahuatl	40	500	without	Morfessor	22.514
nahuatl	40	500	without	Seq2seq	55.076
nahuatl	40	500	without	0-CRF	55.148
nahuatl	40	500	without	1-CRF	64.416
nahuatl	40	500	without	2-CRF	65.286
nahuatl	40	500	without	4-CRF	66.19
nahuatl	40	500	without	3-CRF	66.33800000000001
nahuatl	41	500	without	Morfessor	22.92
nahuatl	41	500	without	Seq2seq	52.748
nahuatl	41	500	without	0-CRF	53.534
nahuatl	41	500	without	4-CRF	62.29
nahuatl	41	500	without	3-CRF	63.062
nahuatl	41	500	without	2-CRF	63.382
nahuatl	41	500	without	1-CRF	63.522
nahuatl	42	500	without	Morfessor	22.924
nahuatl	42	500	without	Seq2seq	54.874
nahuatl	42	500	without	0-CRF	56.574
nahuatl	42	500	without	2-CRF	63.321999999999996
nahuatl	42	500	without	1-CRF	63.696
nahuatl	42	500	without	3-CRF	64.788
nahuatl	42	500	without	4-CRF	64.832
nahuatl	43	500	without	Morfessor	23.592
nahuatl	43	500	without	Seq2seq	54.912
nahuatl	43	500	without	0-CRF	54.952
nahuatl	43	500	without	4-CRF	63.486
nahuatl	43	500	without	3-CRF	63.564
nahuatl	43	500	without	2-CRF	63.97
nahuatl	43	500	without	1-CRF	64.434
nahuatl	44	500	without	Morfessor	24.88
nahuatl	44	500	without	0-CRF	54.532000000000004
nahuatl	44	500	without	Seq2seq	55.228
nahuatl	44	500	without	1-CRF	62.396
nahuatl	44	500	without	2-CRF	62.7
nahuatl	44	500	without	3-CRF	63.65
nahuatl	44	500	without	4-CRF	63.769999999999996
nahuatl	45	500	without	Morfessor	24.656
nahuatl	45	500	without	0-CRF	53.862
nahuatl	45	500	without	Seq2seq	53.894
nahuatl	45	500	without	4-CRF	61.666
nahuatl	45	500	without	2-CRF	62.206
nahuatl	45	500	without	1-CRF	62.324
nahuatl	45	500	without	3-CRF	62.732
nahuatl	46	500	without	Morfessor	24.868000000000002
nahuatl	46	500	without	Seq2seq	54.496
nahuatl	46	500	without	0-CRF	57.372
nahuatl	46	500	without	2-CRF	65.042
nahuatl	46	500	without	4-CRF	65.328
nahuatl	46	500	without	3-CRF	65.464
nahuatl	46	500	without	1-CRF	65.988
nahuatl	47	500	without	Morfessor	22.61
nahuatl	47	500	without	Seq2seq	51.054
nahuatl	47	500	without	0-CRF	58.492
nahuatl	47	500	without	4-CRF	66.366
nahuatl	47	500	without	2-CRF	66.652
nahuatl	47	500	without	3-CRF	67.252
nahuatl	47	500	without	1-CRF	67.278
nahuatl	48	500	without	Morfessor	21.64
nahuatl	48	500	without	0-CRF	54.998
nahuatl	48	500	without	Seq2seq	57.568
nahuatl	48	500	without	2-CRF	64.968
nahuatl	48	500	without	4-CRF	65.022
nahuatl	48	500	without	1-CRF	65.426
nahuatl	48	500	without	3-CRF	65.658
nahuatl	49	500	without	Morfessor	20.948
nahuatl	49	500	without	Seq2seq	50.711999999999996
nahuatl	49	500	without	0-CRF	59.269999999999996
nahuatl	49	500	without	2-CRF	64.868
nahuatl	49	500	without	4-CRF	65.07
nahuatl	49	500	without	3-CRF	65.16
nahuatl	49	500	without	1-CRF	65.42
nahuatl	50	500	without	Morfessor	21.182000000000002
nahuatl	50	500	without	0-CRF	55.376
nahuatl	50	500	without	Seq2seq	55.946
nahuatl	50	500	without	2-CRF	61.3
nahuatl	50	500	without	1-CRF	61.66
nahuatl	50	500	without	3-CRF	62.52
nahuatl	50	500	without	4-CRF	62.988
nahuatl	1	1000	with	Morfessor	25.088
nahuatl	1	1000	with	0-CRF	67.098
nahuatl	1	1000	with	Seq2seq	74.91
nahuatl	1	1000	with	2-CRF	76.428
nahuatl	1	1000	with	4-CRF	76.546
nahuatl	1	1000	with	1-CRF	76.702
nahuatl	1	1000	with	3-CRF	76.718
nahuatl	2	1000	with	Morfessor	28.224
nahuatl	2	1000	with	0-CRF	66.69
nahuatl	2	1000	with	Seq2seq	73.134
nahuatl	2	1000	with	2-CRF	76.566
nahuatl	2	1000	with	1-CRF	76.578
nahuatl	2	1000	with	4-CRF	76.82
nahuatl	2	1000	with	3-CRF	77.35
nahuatl	3	1000	with	Morfessor	28.23
nahuatl	3	1000	with	0-CRF	65.766
nahuatl	3	1000	with	Seq2seq	73.698
nahuatl	3	1000	with	1-CRF	74.94
nahuatl	3	1000	with	3-CRF	75.264
nahuatl	3	1000	with	2-CRF	75.33
nahuatl	3	1000	with	4-CRF	75.394
nahuatl	4	1000	with	Morfessor	26.067999999999998
nahuatl	4	1000	with	0-CRF	65.574
nahuatl	4	1000	with	Seq2seq	71.922
nahuatl	4	1000	with	2-CRF	73.018
nahuatl	4	1000	with	1-CRF	73.246
nahuatl	4	1000	with	3-CRF	73.408
nahuatl	4	1000	with	4-CRF	73.92
nahuatl	5	1000	with	Morfessor	26.192
nahuatl	5	1000	with	0-CRF	68.68599999999999
nahuatl	5	1000	with	Seq2seq	73.488
nahuatl	5	1000	with	3-CRF	77.042
nahuatl	5	1000	with	4-CRF	77.09
nahuatl	5	1000	with	1-CRF	77.252
nahuatl	5	1000	with	2-CRF	77.55799999999999
nahuatl	6	1000	with	Morfessor	25.988
nahuatl	6	1000	with	0-CRF	65.854
nahuatl	6	1000	with	Seq2seq	71.838
nahuatl	6	1000	with	2-CRF	74.026
nahuatl	6	1000	with	1-CRF	74.038
nahuatl	6	1000	with	3-CRF	74.44
nahuatl	6	1000	with	4-CRF	74.942
nahuatl	7	1000	with	Morfessor	26.386
nahuatl	7	1000	with	0-CRF	65.868
nahuatl	7	1000	with	Seq2seq	73.472
nahuatl	7	1000	with	1-CRF	74.636
nahuatl	7	1000	with	2-CRF	75.352
nahuatl	7	1000	with	4-CRF	75.72
nahuatl	7	1000	with	3-CRF	75.824
nahuatl	8	1000	with	Morfessor	26.738
nahuatl	8	1000	with	0-CRF	68.23400000000001
nahuatl	8	1000	with	Seq2seq	73.784
nahuatl	8	1000	with	2-CRF	76.09
nahuatl	8	1000	with	1-CRF	76.222
nahuatl	8	1000	with	3-CRF	77.036
nahuatl	8	1000	with	4-CRF	77.79
nahuatl	9	1000	with	Morfessor	26.938
nahuatl	9	1000	with	0-CRF	66.91
nahuatl	9	1000	with	Seq2seq	75.09
nahuatl	9	1000	with	1-CRF	76.062
nahuatl	9	1000	with	2-CRF	76.258
nahuatl	9	1000	with	3-CRF	77.088
nahuatl	9	1000	with	4-CRF	77.28
nahuatl	10	1000	with	Morfessor	26.788
nahuatl	10	1000	with	0-CRF	66.868
nahuatl	10	1000	with	1-CRF	75.368
nahuatl	10	1000	with	2-CRF	75.5
nahuatl	10	1000	with	Seq2seq	75.81400000000001
nahuatl	10	1000	with	4-CRF	76.338
nahuatl	10	1000	with	3-CRF	76.824
nahuatl	11	1000	with	Morfessor	26.562
nahuatl	11	1000	with	0-CRF	66.224
nahuatl	11	1000	with	Seq2seq	73.69
nahuatl	11	1000	with	2-CRF	75.658
nahuatl	11	1000	with	1-CRF	75.718
nahuatl	11	1000	with	3-CRF	76.29
nahuatl	11	1000	with	4-CRF	76.7
nahuatl	12	1000	with	Morfessor	26.64
nahuatl	12	1000	with	0-CRF	69.318
nahuatl	12	1000	with	Seq2seq	74.964
nahuatl	12	1000	with	1-CRF	77.61
nahuatl	12	1000	with	2-CRF	77.848
nahuatl	12	1000	with	3-CRF	78.572
nahuatl	12	1000	with	4-CRF	78.764
nahuatl	13	1000	with	Morfessor	28.23
nahuatl	13	1000	with	0-CRF	67.528
nahuatl	13	1000	with	Seq2seq	73.07600000000001
nahuatl	13	1000	with	4-CRF	76.594
nahuatl	13	1000	with	1-CRF	76.85
nahuatl	13	1000	with	2-CRF	77.112
nahuatl	13	1000	with	3-CRF	77.136
nahuatl	14	1000	with	Morfessor	25.93
nahuatl	14	1000	with	0-CRF	66.85
nahuatl	14	1000	with	Seq2seq	73.582
nahuatl	14	1000	with	1-CRF	74.248
nahuatl	14	1000	with	2-CRF	74.356
nahuatl	14	1000	with	3-CRF	75.39999999999999
nahuatl	14	1000	with	4-CRF	76.158
nahuatl	15	1000	with	Morfessor	25.834
nahuatl	15	1000	with	0-CRF	66.756
nahuatl	15	1000	with	Seq2seq	74.768
nahuatl	15	1000	with	1-CRF	77.08
nahuatl	15	1000	with	3-CRF	77.39
nahuatl	15	1000	with	2-CRF	77.636
nahuatl	15	1000	with	4-CRF	77.782
nahuatl	16	1000	with	Morfessor	27.428
nahuatl	16	1000	with	0-CRF	69.716
nahuatl	16	1000	with	Seq2seq	73.886
nahuatl	16	1000	with	3-CRF	77.812
nahuatl	16	1000	with	1-CRF	77.83800000000001
nahuatl	16	1000	with	4-CRF	77.982
nahuatl	16	1000	with	2-CRF	77.988
nahuatl	17	1000	with	Morfessor	26.714000000000002
nahuatl	17	1000	with	0-CRF	66.79
nahuatl	17	1000	with	Seq2seq	71.294
nahuatl	17	1000	with	1-CRF	74.06400000000001
nahuatl	17	1000	with	2-CRF	74.452
nahuatl	17	1000	with	3-CRF	75.144
nahuatl	17	1000	with	4-CRF	75.672
nahuatl	18	1000	with	Morfessor	27.516000000000002
nahuatl	18	1000	with	0-CRF	67.856
nahuatl	18	1000	with	Seq2seq	75.002
nahuatl	18	1000	with	1-CRF	77.136
nahuatl	18	1000	with	4-CRF	77.236
nahuatl	18	1000	with	2-CRF	77.424
nahuatl	18	1000	with	3-CRF	77.594
nahuatl	19	1000	with	Morfessor	22.64
nahuatl	19	1000	with	0-CRF	66.51
nahuatl	19	1000	with	Seq2seq	70.08
nahuatl	19	1000	with	2-CRF	74.654
nahuatl	19	1000	with	1-CRF	74.81
nahuatl	19	1000	with	4-CRF	75.514
nahuatl	19	1000	with	3-CRF	75.774
nahuatl	20	1000	with	Morfessor	26.268
nahuatl	20	1000	with	0-CRF	67.878
nahuatl	20	1000	with	Seq2seq	74.128
nahuatl	20	1000	with	1-CRF	77.28399999999999
nahuatl	20	1000	with	3-CRF	77.426
nahuatl	20	1000	with	2-CRF	77.428
nahuatl	20	1000	with	4-CRF	77.72
nahuatl	21	1000	with	Morfessor	25.726
nahuatl	21	1000	with	0-CRF	68.676
nahuatl	21	1000	with	Seq2seq	75.334
nahuatl	21	1000	with	1-CRF	76.524
nahuatl	21	1000	with	3-CRF	76.636
nahuatl	21	1000	with	2-CRF	76.932
nahuatl	21	1000	with	4-CRF	77.434
nahuatl	22	1000	with	Morfessor	23.812
nahuatl	22	1000	with	0-CRF	66.124
nahuatl	22	1000	with	Seq2seq	73.734
nahuatl	22	1000	with	2-CRF	76.408
nahuatl	22	1000	with	4-CRF	76.464
nahuatl	22	1000	with	1-CRF	76.726
nahuatl	22	1000	with	3-CRF	77.036
nahuatl	23	1000	with	Morfessor	24.394000000000002
nahuatl	23	1000	with	0-CRF	64.8
nahuatl	23	1000	with	Seq2seq	73.412
nahuatl	23	1000	with	1-CRF	74.928
nahuatl	23	1000	with	2-CRF	75.164
nahuatl	23	1000	with	3-CRF	75.73
nahuatl	23	1000	with	4-CRF	76.024
nahuatl	24	1000	with	Morfessor	26.436
nahuatl	24	1000	with	0-CRF	68.34
nahuatl	24	1000	with	Seq2seq	72.796
nahuatl	24	1000	with	1-CRF	76.1
nahuatl	24	1000	with	4-CRF	76.19
nahuatl	24	1000	with	3-CRF	76.472
nahuatl	24	1000	with	2-CRF	76.954
nahuatl	25	1000	with	Morfessor	24.682
nahuatl	25	1000	with	0-CRF	66.856
nahuatl	25	1000	with	Seq2seq	72.736
nahuatl	25	1000	with	1-CRF	75.252
nahuatl	25	1000	with	2-CRF	75.616
nahuatl	25	1000	with	4-CRF	76.092
nahuatl	25	1000	with	3-CRF	76.204
nahuatl	26	1000	with	Morfessor	26.014
nahuatl	26	1000	with	0-CRF	67.266
nahuatl	26	1000	with	Seq2seq	73.016
nahuatl	26	1000	with	1-CRF	75.416
nahuatl	26	1000	with	2-CRF	76.636
nahuatl	26	1000	with	4-CRF	77.134
nahuatl	26	1000	with	3-CRF	77.31400000000001
nahuatl	27	1000	with	Morfessor	25.106
nahuatl	27	1000	with	0-CRF	68.588
nahuatl	27	1000	with	Seq2seq	76.248
nahuatl	27	1000	with	1-CRF	78.136
nahuatl	27	1000	with	2-CRF	78.598
nahuatl	27	1000	with	3-CRF	78.676
nahuatl	27	1000	with	4-CRF	78.796
nahuatl	28	1000	with	Morfessor	25.47
nahuatl	28	1000	with	0-CRF	64.642
nahuatl	28	1000	with	Seq2seq	74.512
nahuatl	28	1000	with	1-CRF	75.768
nahuatl	28	1000	with	2-CRF	75.91199999999999
nahuatl	28	1000	with	3-CRF	76.14999999999999
nahuatl	28	1000	with	4-CRF	76.42999999999999
nahuatl	29	1000	with	Morfessor	25.974
nahuatl	29	1000	with	0-CRF	67.328
nahuatl	29	1000	with	Seq2seq	72.596
nahuatl	29	1000	with	4-CRF	76.728
nahuatl	29	1000	with	1-CRF	76.956
nahuatl	29	1000	with	2-CRF	77.036
nahuatl	29	1000	with	3-CRF	77.096
nahuatl	30	1000	with	Morfessor	24.54
nahuatl	30	1000	with	0-CRF	68.278
nahuatl	30	1000	with	Seq2seq	74.142
nahuatl	30	1000	with	3-CRF	75.99
nahuatl	30	1000	with	2-CRF	76.052
nahuatl	30	1000	with	1-CRF	76.41199999999999
nahuatl	30	1000	with	4-CRF	76.552
nahuatl	31	1000	with	Morfessor	26.598
nahuatl	31	1000	with	0-CRF	66.222
nahuatl	31	1000	with	Seq2seq	73.304
nahuatl	31	1000	with	2-CRF	76.202
nahuatl	31	1000	with	1-CRF	76.28
nahuatl	31	1000	with	4-CRF	76.35
nahuatl	31	1000	with	3-CRF	77.044
nahuatl	32	1000	with	Morfessor	26.256
nahuatl	32	1000	with	0-CRF	67.778
nahuatl	32	1000	with	Seq2seq	73.81400000000001
nahuatl	32	1000	with	2-CRF	76.18599999999999
nahuatl	32	1000	with	1-CRF	76.348
nahuatl	32	1000	with	3-CRF	76.94
nahuatl	32	1000	with	4-CRF	77.36
nahuatl	33	1000	with	Morfessor	25.76
nahuatl	33	1000	with	0-CRF	67.476
nahuatl	33	1000	with	Seq2seq	73.012
nahuatl	33	1000	with	1-CRF	75.848
nahuatl	33	1000	with	2-CRF	76.038
nahuatl	33	1000	with	4-CRF	76.276
nahuatl	33	1000	with	3-CRF	76.414
nahuatl	34	1000	with	Morfessor	27.622
nahuatl	34	1000	with	0-CRF	70.536
nahuatl	34	1000	with	Seq2seq	76.36
nahuatl	34	1000	with	1-CRF	77.708
nahuatl	34	1000	with	2-CRF	77.98
nahuatl	34	1000	with	4-CRF	78.588
nahuatl	34	1000	with	3-CRF	78.77
nahuatl	35	1000	with	Morfessor	27.268
nahuatl	35	1000	with	0-CRF	65.89
nahuatl	35	1000	with	Seq2seq	73.71600000000001
nahuatl	35	1000	with	2-CRF	74.452
nahuatl	35	1000	with	1-CRF	74.60000000000001
nahuatl	35	1000	with	3-CRF	75.202
nahuatl	35	1000	with	4-CRF	75.806
nahuatl	36	1000	with	Morfessor	26.554
nahuatl	36	1000	with	0-CRF	65.848
nahuatl	36	1000	with	Seq2seq	73.434
nahuatl	36	1000	with	1-CRF	74.154
nahuatl	36	1000	with	2-CRF	74.332
nahuatl	36	1000	with	3-CRF	75.16
nahuatl	36	1000	with	4-CRF	75.764
nahuatl	37	1000	with	Morfessor	24.662
nahuatl	37	1000	with	0-CRF	65.938
nahuatl	37	1000	with	Seq2seq	74.142
nahuatl	37	1000	with	1-CRF	75.112
nahuatl	37	1000	with	2-CRF	75.444
nahuatl	37	1000	with	3-CRF	75.79
nahuatl	37	1000	with	4-CRF	76.41
nahuatl	38	1000	with	Morfessor	27.53
nahuatl	38	1000	with	0-CRF	70.396
nahuatl	38	1000	with	Seq2seq	76.146
nahuatl	38	1000	with	2-CRF	78.408
nahuatl	38	1000	with	1-CRF	78.462
nahuatl	38	1000	with	3-CRF	78.73400000000001
nahuatl	38	1000	with	4-CRF	79.434
nahuatl	39	1000	with	Morfessor	24.594
nahuatl	39	1000	with	0-CRF	69.324
nahuatl	39	1000	with	Seq2seq	75.722
nahuatl	39	1000	with	1-CRF	77.56
nahuatl	39	1000	with	2-CRF	77.818
nahuatl	39	1000	with	3-CRF	78.708
nahuatl	39	1000	with	4-CRF	78.736
nahuatl	40	1000	with	Morfessor	26.684
nahuatl	40	1000	with	0-CRF	64.426
nahuatl	40	1000	with	Seq2seq	71.08800000000001
nahuatl	40	1000	with	1-CRF	73.352
nahuatl	40	1000	with	3-CRF	73.718
nahuatl	40	1000	with	2-CRF	73.856
nahuatl	40	1000	with	4-CRF	74.172
nahuatl	41	1000	with	Morfessor	26.625999999999998
nahuatl	41	1000	with	0-CRF	67.238
nahuatl	41	1000	with	Seq2seq	74.244
nahuatl	41	1000	with	2-CRF	77.69800000000001
nahuatl	41	1000	with	1-CRF	77.984
nahuatl	41	1000	with	3-CRF	78.468
nahuatl	41	1000	with	4-CRF	78.756
nahuatl	42	1000	with	Morfessor	26.53
nahuatl	42	1000	with	0-CRF	65.398
nahuatl	42	1000	with	Seq2seq	73.996
nahuatl	42	1000	with	2-CRF	75.49600000000001
nahuatl	42	1000	with	4-CRF	75.664
nahuatl	42	1000	with	1-CRF	75.748
nahuatl	42	1000	with	3-CRF	76.056
nahuatl	43	1000	with	Morfessor	26.008
nahuatl	43	1000	with	0-CRF	66.328
nahuatl	43	1000	with	Seq2seq	73.75399999999999
nahuatl	43	1000	with	1-CRF	74.486
nahuatl	43	1000	with	2-CRF	74.658
nahuatl	43	1000	with	4-CRF	74.88199999999999
nahuatl	43	1000	with	3-CRF	75.042
nahuatl	44	1000	with	Morfessor	26.52
nahuatl	44	1000	with	0-CRF	67.934
nahuatl	44	1000	with	Seq2seq	73.256
nahuatl	44	1000	with	1-CRF	74.86
nahuatl	44	1000	with	2-CRF	74.94
nahuatl	44	1000	with	4-CRF	75.928
nahuatl	44	1000	with	3-CRF	76.306
nahuatl	45	1000	with	Morfessor	26.566
nahuatl	45	1000	with	0-CRF	66.378
nahuatl	45	1000	with	Seq2seq	75.114
nahuatl	45	1000	with	3-CRF	76.36
nahuatl	45	1000	with	4-CRF	76.884
nahuatl	45	1000	with	1-CRF	77.324
nahuatl	45	1000	with	2-CRF	77.404
nahuatl	46	1000	with	Morfessor	27.593999999999998
nahuatl	46	1000	with	0-CRF	66.876
nahuatl	46	1000	with	Seq2seq	73.12400000000001
nahuatl	46	1000	with	1-CRF	76.30799999999999
nahuatl	46	1000	with	3-CRF	76.82600000000001
nahuatl	46	1000	with	2-CRF	76.964
nahuatl	46	1000	with	4-CRF	77.08
nahuatl	47	1000	with	Morfessor	26.194
nahuatl	47	1000	with	0-CRF	66.108
nahuatl	47	1000	with	Seq2seq	74.522
nahuatl	47	1000	with	1-CRF	74.536
nahuatl	47	1000	with	2-CRF	74.578
nahuatl	47	1000	with	4-CRF	75.632
nahuatl	47	1000	with	3-CRF	75.664
nahuatl	48	1000	with	Morfessor	26.404
nahuatl	48	1000	with	0-CRF	66.544
nahuatl	48	1000	with	Seq2seq	74.188
nahuatl	48	1000	with	1-CRF	74.61
nahuatl	48	1000	with	2-CRF	75.034
nahuatl	48	1000	with	4-CRF	75.33200000000001
nahuatl	48	1000	with	3-CRF	75.574
nahuatl	49	1000	with	Morfessor	25.908
nahuatl	49	1000	with	0-CRF	66.432
nahuatl	49	1000	with	Seq2seq	73.442
nahuatl	49	1000	with	2-CRF	75.942
nahuatl	49	1000	with	1-CRF	76.234
nahuatl	49	1000	with	3-CRF	77.174
nahuatl	49	1000	with	4-CRF	77.342
nahuatl	50	1000	with	Morfessor	25.966
nahuatl	50	1000	with	0-CRF	67.116
nahuatl	50	1000	with	Seq2seq	72.868
nahuatl	50	1000	with	2-CRF	75.64200000000001
nahuatl	50	1000	with	1-CRF	75.65599999999999
nahuatl	50	1000	with	3-CRF	75.67399999999999
nahuatl	50	1000	with	4-CRF	76.896
nahuatl	1	1000	without	Morfessor	24.854
nahuatl	1	1000	without	0-CRF	62.292
nahuatl	1	1000	without	Seq2seq	65.082
nahuatl	1	1000	without	1-CRF	68.776
nahuatl	1	1000	without	3-CRF	69.01599999999999
nahuatl	1	1000	without	2-CRF	69.04
nahuatl	1	1000	without	4-CRF	69.404
nahuatl	2	1000	without	Morfessor	24.536
nahuatl	2	1000	without	0-CRF	61.678
nahuatl	2	1000	without	Seq2seq	64.628
nahuatl	2	1000	without	1-CRF	69.626
nahuatl	2	1000	without	3-CRF	69.786
nahuatl	2	1000	without	2-CRF	69.80199999999999
nahuatl	2	1000	without	4-CRF	70.418
nahuatl	3	1000	without	Morfessor	24.168
nahuatl	3	1000	without	0-CRF	60.614
nahuatl	3	1000	without	Seq2seq	63.414
nahuatl	3	1000	without	1-CRF	69.412
nahuatl	3	1000	without	2-CRF	69.42999999999999
nahuatl	3	1000	without	4-CRF	69.644
nahuatl	3	1000	without	3-CRF	70.022
nahuatl	4	1000	without	Morfessor	25.196
nahuatl	4	1000	without	0-CRF	60.186
nahuatl	4	1000	without	Seq2seq	64.738
nahuatl	4	1000	without	1-CRF	68.774
nahuatl	4	1000	without	2-CRF	68.948
nahuatl	4	1000	without	4-CRF	69.926
nahuatl	4	1000	without	3-CRF	70.02
nahuatl	5	1000	without	Morfessor	25.402
nahuatl	5	1000	without	0-CRF	61.038
nahuatl	5	1000	without	Seq2seq	64.112
nahuatl	5	1000	without	4-CRF	70.194
nahuatl	5	1000	without	1-CRF	70.786
nahuatl	5	1000	without	3-CRF	70.84
nahuatl	5	1000	without	2-CRF	71.016
nahuatl	6	1000	without	Morfessor	24.202
nahuatl	6	1000	without	0-CRF	59.614
nahuatl	6	1000	without	Seq2seq	64.17
nahuatl	6	1000	without	4-CRF	68.51
nahuatl	6	1000	without	2-CRF	69.008
nahuatl	6	1000	without	3-CRF	69.16199999999999
nahuatl	6	1000	without	1-CRF	69.308
nahuatl	7	1000	without	Morfessor	25.838
nahuatl	7	1000	without	0-CRF	59.414
nahuatl	7	1000	without	Seq2seq	64.908
nahuatl	7	1000	without	3-CRF	69.09
nahuatl	7	1000	without	2-CRF	69.176
nahuatl	7	1000	without	1-CRF	69.462
nahuatl	7	1000	without	4-CRF	69.61
nahuatl	8	1000	without	Morfessor	24.452
nahuatl	8	1000	without	0-CRF	60.5
nahuatl	8	1000	without	Seq2seq	63.112
nahuatl	8	1000	without	1-CRF	68.616
nahuatl	8	1000	without	2-CRF	68.772
nahuatl	8	1000	without	4-CRF	69.656
nahuatl	8	1000	without	3-CRF	69.842
nahuatl	9	1000	without	Morfessor	25.134
nahuatl	9	1000	without	0-CRF	62.846
nahuatl	9	1000	without	Seq2seq	65.056
nahuatl	9	1000	without	1-CRF	71.01
nahuatl	9	1000	without	4-CRF	71.07
nahuatl	9	1000	without	2-CRF	71.24
nahuatl	9	1000	without	3-CRF	71.768
nahuatl	10	1000	without	Morfessor	24.848
nahuatl	10	1000	without	0-CRF	62.674
nahuatl	10	1000	without	Seq2seq	64.33
nahuatl	10	1000	without	3-CRF	70.52
nahuatl	10	1000	without	2-CRF	70.602
nahuatl	10	1000	without	4-CRF	70.62
nahuatl	10	1000	without	1-CRF	70.746
nahuatl	11	1000	without	Morfessor	23.816
nahuatl	11	1000	without	0-CRF	62.4
nahuatl	11	1000	without	Seq2seq	63.924
nahuatl	11	1000	without	3-CRF	68.828
nahuatl	11	1000	without	4-CRF	68.96000000000001
nahuatl	11	1000	without	2-CRF	69.34
nahuatl	11	1000	without	1-CRF	69.482
nahuatl	12	1000	without	Morfessor	24.86
nahuatl	12	1000	without	0-CRF	61.588
nahuatl	12	1000	without	Seq2seq	65.086
nahuatl	12	1000	without	1-CRF	70.406
nahuatl	12	1000	without	2-CRF	70.548
nahuatl	12	1000	without	4-CRF	71.316
nahuatl	12	1000	without	3-CRF	71.398
nahuatl	13	1000	without	Morfessor	24.728
nahuatl	13	1000	without	0-CRF	60.282
nahuatl	13	1000	without	Seq2seq	63.996
nahuatl	13	1000	without	4-CRF	68.24
nahuatl	13	1000	without	1-CRF	68.352
nahuatl	13	1000	without	2-CRF	68.388
nahuatl	13	1000	without	3-CRF	69.426
nahuatl	14	1000	without	Morfessor	24.422
nahuatl	14	1000	without	0-CRF	61.264
nahuatl	14	1000	without	Seq2seq	62.948
nahuatl	14	1000	without	4-CRF	68.83200000000001
nahuatl	14	1000	without	3-CRF	69.078
nahuatl	14	1000	without	1-CRF	69.332
nahuatl	14	1000	without	2-CRF	69.816
nahuatl	15	1000	without	Morfessor	24.95
nahuatl	15	1000	without	0-CRF	60.916000000000004
nahuatl	15	1000	without	Seq2seq	65.414
nahuatl	15	1000	without	4-CRF	70.498
nahuatl	15	1000	without	3-CRF	70.504
nahuatl	15	1000	without	1-CRF	70.708
nahuatl	15	1000	without	2-CRF	71.072
nahuatl	16	1000	without	Morfessor	24.902
nahuatl	16	1000	without	0-CRF	61.906
nahuatl	16	1000	without	Seq2seq	63.998
nahuatl	16	1000	without	1-CRF	69.836
nahuatl	16	1000	without	2-CRF	69.884
nahuatl	16	1000	without	3-CRF	70.536
nahuatl	16	1000	without	4-CRF	71.146
nahuatl	17	1000	without	Morfessor	25.248
nahuatl	17	1000	without	0-CRF	60.268
nahuatl	17	1000	without	Seq2seq	63.522
nahuatl	17	1000	without	1-CRF	68.274
nahuatl	17	1000	without	2-CRF	68.476
nahuatl	17	1000	without	3-CRF	69.33
nahuatl	17	1000	without	4-CRF	69.582
nahuatl	18	1000	without	Morfessor	24.188
nahuatl	18	1000	without	0-CRF	61.864000000000004
nahuatl	18	1000	without	Seq2seq	64.674
nahuatl	18	1000	without	1-CRF	70.264
nahuatl	18	1000	without	2-CRF	70.482
nahuatl	18	1000	without	4-CRF	70.61200000000001
nahuatl	18	1000	without	3-CRF	70.776
nahuatl	19	1000	without	Morfessor	25.002
nahuatl	19	1000	without	0-CRF	61.424
nahuatl	19	1000	without	Seq2seq	63.76
nahuatl	19	1000	without	2-CRF	68.554
nahuatl	19	1000	without	4-CRF	68.862
nahuatl	19	1000	without	1-CRF	69.07000000000001
nahuatl	19	1000	without	3-CRF	69.28999999999999
nahuatl	20	1000	without	Morfessor	24.724
nahuatl	20	1000	without	0-CRF	61.684
nahuatl	20	1000	without	Seq2seq	64.118
nahuatl	20	1000	without	4-CRF	69.164
nahuatl	20	1000	without	1-CRF	69.6
nahuatl	20	1000	without	3-CRF	69.72
nahuatl	20	1000	without	2-CRF	69.884
nahuatl	21	1000	without	Morfessor	24.556
nahuatl	21	1000	without	0-CRF	58.442
nahuatl	21	1000	without	Seq2seq	62.7
nahuatl	21	1000	without	4-CRF	68.56
nahuatl	21	1000	without	1-CRF	68.72
nahuatl	21	1000	without	2-CRF	68.734
nahuatl	21	1000	without	3-CRF	69.284
nahuatl	22	1000	without	Morfessor	25.038
nahuatl	22	1000	without	0-CRF	63.192
nahuatl	22	1000	without	Seq2seq	63.504000000000005
nahuatl	22	1000	without	2-CRF	70.78
nahuatl	22	1000	without	1-CRF	71.142
nahuatl	22	1000	without	3-CRF	71.608
nahuatl	22	1000	without	4-CRF	71.854
nahuatl	23	1000	without	Morfessor	24.422
nahuatl	23	1000	without	0-CRF	62.264
nahuatl	23	1000	without	Seq2seq	64.92999999999999
nahuatl	23	1000	without	1-CRF	69.71
nahuatl	23	1000	without	3-CRF	69.776
nahuatl	23	1000	without	2-CRF	69.968
nahuatl	23	1000	without	4-CRF	70.336
nahuatl	24	1000	without	Morfessor	24.894
nahuatl	24	1000	without	0-CRF	61.078
nahuatl	24	1000	without	Seq2seq	66.83
