Language	Split	Size	Replacement	Model	Score
nahuatl	24	1000	without	2-CRF	69.476
nahuatl	24	1000	without	1-CRF	69.546
nahuatl	24	1000	without	3-CRF	69.96
nahuatl	24	1000	without	4-CRF	70.358
nahuatl	25	1000	without	Morfessor	24.556
nahuatl	25	1000	without	0-CRF	60.872
nahuatl	25	1000	without	Seq2seq	64.588
nahuatl	25	1000	without	3-CRF	68.64999999999999
nahuatl	25	1000	without	4-CRF	68.80799999999999
nahuatl	25	1000	without	2-CRF	69.156
nahuatl	25	1000	without	1-CRF	69.314
nahuatl	26	1000	without	Morfessor	23.884
nahuatl	26	1000	without	0-CRF	61.908
nahuatl	26	1000	without	Seq2seq	64.52000000000001
nahuatl	26	1000	without	1-CRF	70.116
nahuatl	26	1000	without	2-CRF	70.15599999999999
nahuatl	26	1000	without	3-CRF	70.424
nahuatl	26	1000	without	4-CRF	70.562
nahuatl	27	1000	without	Morfessor	25.166
nahuatl	27	1000	without	0-CRF	59.568
nahuatl	27	1000	without	Seq2seq	65.172
nahuatl	27	1000	without	4-CRF	66.922
nahuatl	27	1000	without	1-CRF	67.194
nahuatl	27	1000	without	2-CRF	67.292
nahuatl	27	1000	without	3-CRF	67.432
nahuatl	28	1000	without	Morfessor	23.624
nahuatl	28	1000	without	0-CRF	61.862
nahuatl	28	1000	without	Seq2seq	65.598
nahuatl	28	1000	without	4-CRF	70.636
nahuatl	28	1000	without	2-CRF	70.654
nahuatl	28	1000	without	1-CRF	70.676
nahuatl	28	1000	without	3-CRF	70.908
nahuatl	29	1000	without	Morfessor	24.914
nahuatl	29	1000	without	0-CRF	62.404
nahuatl	29	1000	without	Seq2seq	64.746
nahuatl	29	1000	without	3-CRF	69.95
nahuatl	29	1000	without	2-CRF	70.06400000000001
nahuatl	29	1000	without	1-CRF	70.22
nahuatl	29	1000	without	4-CRF	70.244
nahuatl	30	1000	without	Morfessor	24.51
nahuatl	30	1000	without	0-CRF	61.11
nahuatl	30	1000	without	Seq2seq	64.472
nahuatl	30	1000	without	3-CRF	68.046
nahuatl	30	1000	without	4-CRF	68.252
nahuatl	30	1000	without	2-CRF	68.62
nahuatl	30	1000	without	1-CRF	69.048
nahuatl	31	1000	without	Morfessor	25.454
nahuatl	31	1000	without	0-CRF	60.19
nahuatl	31	1000	without	Seq2seq	63.274
nahuatl	31	1000	without	1-CRF	68.316
nahuatl	31	1000	without	2-CRF	68.932
nahuatl	31	1000	without	4-CRF	69.44800000000001
nahuatl	31	1000	without	3-CRF	69.694
nahuatl	32	1000	without	Morfessor	24.355999999999998
nahuatl	32	1000	without	0-CRF	61.513999999999996
nahuatl	32	1000	without	Seq2seq	62.326
nahuatl	32	1000	without	3-CRF	69.672
nahuatl	32	1000	without	1-CRF	70.018
nahuatl	32	1000	without	2-CRF	70.104
nahuatl	32	1000	without	4-CRF	70.368
nahuatl	33	1000	without	Morfessor	24.924
nahuatl	33	1000	without	0-CRF	62.094
nahuatl	33	1000	without	Seq2seq	65.97800000000001
nahuatl	33	1000	without	1-CRF	70.382
nahuatl	33	1000	without	2-CRF	70.618
nahuatl	33	1000	without	4-CRF	71.206
nahuatl	33	1000	without	3-CRF	71.612
nahuatl	34	1000	without	Morfessor	24.37
nahuatl	34	1000	without	0-CRF	62.212
nahuatl	34	1000	without	Seq2seq	64.08
nahuatl	34	1000	without	1-CRF	70.116
nahuatl	34	1000	without	2-CRF	70.136
nahuatl	34	1000	without	3-CRF	70.586
nahuatl	34	1000	without	4-CRF	70.712
nahuatl	35	1000	without	Morfessor	24.434
nahuatl	35	1000	without	0-CRF	61.062
nahuatl	35	1000	without	Seq2seq	65.68599999999999
nahuatl	35	1000	without	1-CRF	69.836
nahuatl	35	1000	without	4-CRF	70.44
nahuatl	35	1000	without	2-CRF	70.528
nahuatl	35	1000	without	3-CRF	71.518
nahuatl	36	1000	without	Morfessor	24.32
nahuatl	36	1000	without	0-CRF	61.452
nahuatl	36	1000	without	Seq2seq	64.028
nahuatl	36	1000	without	3-CRF	68.636
nahuatl	36	1000	without	2-CRF	69.034
nahuatl	36	1000	without	4-CRF	69.242
nahuatl	36	1000	without	1-CRF	69.54
nahuatl	37	1000	without	Morfessor	24.72
nahuatl	37	1000	without	0-CRF	60.488
nahuatl	37	1000	without	Seq2seq	64.694
nahuatl	37	1000	without	1-CRF	68.422
nahuatl	37	1000	without	2-CRF	68.446
nahuatl	37	1000	without	3-CRF	68.888
nahuatl	37	1000	without	4-CRF	69.12599999999999
nahuatl	38	1000	without	Morfessor	24.958
nahuatl	38	1000	without	0-CRF	60.35
nahuatl	38	1000	without	Seq2seq	64.44800000000001
nahuatl	38	1000	without	2-CRF	68.926
nahuatl	38	1000	without	4-CRF	69.054
nahuatl	38	1000	without	1-CRF	69.126
nahuatl	38	1000	without	3-CRF	69.846
nahuatl	39	1000	without	Morfessor	24.188
nahuatl	39	1000	without	0-CRF	61.672000000000004
nahuatl	39	1000	without	Seq2seq	64.676
nahuatl	39	1000	without	4-CRF	69.944
nahuatl	39	1000	without	1-CRF	70.006
nahuatl	39	1000	without	2-CRF	70.122
nahuatl	39	1000	without	3-CRF	70.532
nahuatl	40	1000	without	Morfessor	24.662
nahuatl	40	1000	without	0-CRF	62.636
nahuatl	40	1000	without	Seq2seq	64.51
nahuatl	40	1000	without	4-CRF	70.024
nahuatl	40	1000	without	1-CRF	70.52
nahuatl	40	1000	without	3-CRF	70.624
nahuatl	40	1000	without	2-CRF	70.628
nahuatl	41	1000	without	Morfessor	25.126
nahuatl	41	1000	without	0-CRF	60.714
nahuatl	41	1000	without	Seq2seq	65.164
nahuatl	41	1000	without	1-CRF	68.08
nahuatl	41	1000	without	2-CRF	68.302
nahuatl	41	1000	without	4-CRF	68.974
nahuatl	41	1000	without	3-CRF	69.23
nahuatl	42	1000	without	Morfessor	23.074
nahuatl	42	1000	without	0-CRF	62.06
nahuatl	42	1000	without	Seq2seq	63.998000000000005
nahuatl	42	1000	without	2-CRF	69.514
nahuatl	42	1000	without	4-CRF	69.788
nahuatl	42	1000	without	1-CRF	69.882
nahuatl	42	1000	without	3-CRF	70.024
nahuatl	43	1000	without	Morfessor	24.674
nahuatl	43	1000	without	0-CRF	60.954
nahuatl	43	1000	without	Seq2seq	64.396
nahuatl	43	1000	without	1-CRF	67.676
nahuatl	43	1000	without	2-CRF	67.9
nahuatl	43	1000	without	3-CRF	68.916
nahuatl	43	1000	without	4-CRF	69.19800000000001
nahuatl	44	1000	without	Morfessor	24.78
nahuatl	44	1000	without	0-CRF	60.397999999999996
nahuatl	44	1000	without	Seq2seq	63.532
nahuatl	44	1000	without	2-CRF	68.056
nahuatl	44	1000	without	1-CRF	68.086
nahuatl	44	1000	without	4-CRF	68.424
nahuatl	44	1000	without	3-CRF	68.704
nahuatl	45	1000	without	Morfessor	25.206
nahuatl	45	1000	without	0-CRF	62.534
nahuatl	45	1000	without	Seq2seq	65.598
nahuatl	45	1000	without	1-CRF	70.296
nahuatl	45	1000	without	3-CRF	70.332
nahuatl	45	1000	without	4-CRF	70.44800000000001
nahuatl	45	1000	without	2-CRF	70.50399999999999
nahuatl	46	1000	without	Morfessor	24.248
nahuatl	46	1000	without	0-CRF	62.722
nahuatl	46	1000	without	Seq2seq	64.634
nahuatl	46	1000	without	3-CRF	69.018
nahuatl	46	1000	without	4-CRF	69.106
nahuatl	46	1000	without	2-CRF	69.196
nahuatl	46	1000	without	1-CRF	69.368
nahuatl	47	1000	without	Morfessor	23.98
nahuatl	47	1000	without	0-CRF	63.904
nahuatl	47	1000	without	Seq2seq	64.806
nahuatl	47	1000	without	4-CRF	71.058
nahuatl	47	1000	without	3-CRF	71.546
nahuatl	47	1000	without	1-CRF	71.876
nahuatl	47	1000	without	2-CRF	72.044
nahuatl	48	1000	without	Morfessor	23.346
nahuatl	48	1000	without	0-CRF	62.08
nahuatl	48	1000	without	Seq2seq	63.120000000000005
nahuatl	48	1000	without	3-CRF	68.678
nahuatl	48	1000	without	4-CRF	68.706
nahuatl	48	1000	without	1-CRF	68.714
nahuatl	48	1000	without	2-CRF	68.914
nahuatl	49	1000	without	Morfessor	24.238
nahuatl	49	1000	without	0-CRF	62.87
nahuatl	49	1000	without	Seq2seq	63.82
nahuatl	49	1000	without	1-CRF	70.618
nahuatl	49	1000	without	4-CRF	70.652
nahuatl	49	1000	without	2-CRF	70.884
nahuatl	49	1000	without	3-CRF	71.01
nahuatl	50	1000	without	Morfessor	24.75
nahuatl	50	1000	without	0-CRF	60.974000000000004
nahuatl	50	1000	without	Seq2seq	63.888
nahuatl	50	1000	without	2-CRF	69.808
nahuatl	50	1000	without	1-CRF	69.962
nahuatl	50	1000	without	3-CRF	70.744
nahuatl	50	1000	without	4-CRF	70.928
