Language	Split	Size	Replacement	Model	Score
wixarika	30	500	without	3-CRF	68.84
wixarika	31	500	without	Morfessor	37.178
wixarika	31	500	without	0-CRF	57.66
wixarika	31	500	without	Seq2seq	59.808
wixarika	31	500	without	1-CRF	64.714
wixarika	31	500	without	4-CRF	65.076
wixarika	31	500	without	3-CRF	65.908
wixarika	31	500	without	2-CRF	65.914
wixarika	32	500	without	Morfessor	36.95
wixarika	32	500	without	Seq2seq	58.866
wixarika	32	500	without	0-CRF	60.302
wixarika	32	500	without	1-CRF	66.092
wixarika	32	500	without	4-CRF	66.798
wixarika	32	500	without	2-CRF	67.384
wixarika	32	500	without	3-CRF	67.646
wixarika	33	500	without	Morfessor	34.708
wixarika	33	500	without	0-CRF	54.266
wixarika	33	500	without	Seq2seq	54.918
wixarika	33	500	without	1-CRF	62.558
wixarika	33	500	without	2-CRF	63.153999999999996
wixarika	33	500	without	3-CRF	63.464
wixarika	33	500	without	4-CRF	63.622
wixarika	34	500	without	Morfessor	37.418
wixarika	34	500	without	0-CRF	58.206
wixarika	34	500	without	Seq2seq	58.879999999999995
wixarika	34	500	without	1-CRF	66.366
wixarika	34	500	without	4-CRF	66.422
wixarika	34	500	without	2-CRF	67.54
wixarika	34	500	without	3-CRF	67.678
wixarika	35	500	without	Morfessor	39.312
wixarika	35	500	without	0-CRF	57.876
wixarika	35	500	without	Seq2seq	58.374
wixarika	35	500	without	4-CRF	66.38
wixarika	35	500	without	3-CRF	67.08
wixarika	35	500	without	1-CRF	67.228
wixarika	35	500	without	2-CRF	67.408
wixarika	36	500	without	Morfessor	37.366
wixarika	36	500	without	0-CRF	58.824
wixarika	36	500	without	Seq2seq	60.952
wixarika	36	500	without	2-CRF	66.77799999999999
wixarika	36	500	without	4-CRF	66.848
wixarika	36	500	without	1-CRF	67.044
wixarika	36	500	without	3-CRF	67.274
wixarika	37	500	without	Morfessor	35.15
wixarika	37	500	without	0-CRF	58.194
wixarika	37	500	without	Seq2seq	61.298
wixarika	37	500	without	4-CRF	63.814
wixarika	37	500	without	3-CRF	64.756
wixarika	37	500	without	1-CRF	64.952
wixarika	37	500	without	2-CRF	65.852
wixarika	38	500	without	Morfessor	38.068
wixarika	38	500	without	0-CRF	59.874
wixarika	38	500	without	Seq2seq	60.838
wixarika	38	500	without	1-CRF	67.546
wixarika	38	500	without	2-CRF	67.85
wixarika	38	500	without	3-CRF	67.974
wixarika	38	500	without	4-CRF	68.586
wixarika	39	500	without	Morfessor	35.454
wixarika	39	500	without	Seq2seq	61.928
wixarika	39	500	without	0-CRF	63.316
wixarika	39	500	without	1-CRF	69.68599999999999
wixarika	39	500	without	2-CRF	70.152
wixarika	39	500	without	4-CRF	70.158
wixarika	39	500	without	3-CRF	70.19
wixarika	40	500	without	Morfessor	34.582
wixarika	40	500	without	0-CRF	54.052
wixarika	40	500	without	Seq2seq	57.348
wixarika	40	500	without	1-CRF	62.252
wixarika	40	500	without	4-CRF	62.961999999999996
wixarika	40	500	without	2-CRF	63.344
wixarika	40	500	without	3-CRF	63.489999999999995
wixarika	41	500	without	Morfessor	35.98
wixarika	41	500	without	Seq2seq	56.83
wixarika	41	500	without	0-CRF	56.872
wixarika	41	500	without	1-CRF	64.024
wixarika	41	500	without	3-CRF	64.928
wixarika	41	500	without	2-CRF	65.018
wixarika	41	500	without	4-CRF	65.494
wixarika	42	500	without	Morfessor	37.784
wixarika	42	500	without	Seq2seq	60.458
wixarika	42	500	without	0-CRF	60.502
wixarika	42	500	without	3-CRF	67.306
wixarika	42	500	without	4-CRF	67.532
wixarika	42	500	without	2-CRF	67.592
wixarika	42	500	without	1-CRF	67.77
